ID,Grant Agency,Term,Start Year,Organization Name,Project Title,Support Year,Grant Type,Award Amount,State,TermCode,AgencyCode
137,NSF,multicultural,2010,University of California-Santa Cruz,Controlled Radical Synthesis in Supercritical Carbon Dioxide of New Stimuli-Responsive Materials for Biomedical Applications,5.0,2.0,"$315,000.00",CA,10,2
138,NSF,multicultural,1996,Newburgh City School District,"CPMSA: ""Partnerships for Access and Student Success (PASS)""",19.0,4.0,"$3,400,000.00",NY,10,2
139,NSF,multicultural,1990,University of Wisconsin-Madison,Enhancement of the Science Classroom Environment for Minority Students,25.0,1.0,"$433,411.00",WI,10,2
140,NSF,multicultural,1996,"Cal Poly Pomona Foundation, Inc.",Teachers As Agents Of Systemic Change (TAASC),19.0,2.0,"$1,142,879.00",CA,10,2
141,NSF,multicultural,1997,Fayetteville State University,Summer Institute in Demography,18.0,1.0,"$56,307.00",NC,10,2
142,NSF,multicultural,1989,University of Alaska Fairbanks Campus,Alaska Science Consortium Project,26.0,2.0,"$382,276.00",AK,10,2
143,NSF,multicultural,1992,Towson University,Urban Science Teaching: A Model for Preservice Success,23.0,1.0,"$321,718.00",MD,10,2
144,NSF,multicultural,1991,Albuquerque Public Schools,New Mexico FAME,24.0,1.0,"$534,877.00",NM,10,2
145,NSF,multicultural,1992,Office of Santa Barbara County Supt of Schools,Early Equity in Science and Mathematics,23.0,1.0,"$513,739.00",CA,10,2
146,NSF,multicultural,1991,University of Illinois at Chicago,A Model for the Mathematics Preparation of Elementary School Teachers,24.0,1.0,"$621,830.00",IL,10,2
147,NSF,multicultural,1991,Florida State University,Improving Science and Science Education Courses for Prospective Teachers,24.0,2.0,"$782,483.00",FL,10,2
148,NSF,multicultural,1995,Florida International University,Enhancement of Mechanical Engineering Curriculum with Signal Processing Applications,20.0,1.0,"$33,165.00",FL,10,2
149,NSF,multicultural,1998,University of California-Davis,"Planning Visit for Collaboration between the University of California, Davis and Universidad del Mayab, Merida, Mexico",17.0,1.0,"$4,252.00",CA,10,2
150,NSF,multicultural,1998,"Museum of Science, Inc.",TRIPOD,17.0,1.0,"$638,420.00",FL,10,2
151,NSF,multicultural,1990,California Institute of Technology,Hands-On Science in Pasadena: Changing a Large School System,25.0,1.0,"$1,047,002.00",CA,10,2
152,NSF,multicultural,1989,University of Washington,Washington MESA Math and Science Teacher Enhancement,26.0,1.0,"$187,317.00",WA,10,2
153,NSF,multicultural,1998,California State University-Fullerton Foundation,Computer-Mediated Instruction in the Undergraduate Curriculum to Enhance Ethnographic Cultural Analysis,17.0,1.0,"$49,200.00",CA,10,2
154,NSF,multicultural,1998,Occidental College,Expanding and Promoting the Integration of Research Across the Curriculum,17.0,1.0,"$500,000.00",CA,10,2
155,NSF,multicultural,1990,Association of Science-Technology Centers,Institute for Teacher Educators at Science Museums,25.0,1.0,"$793,752.00",DC,10,2
156,NSF,multicultural,1998,California State University-Sacramento,Project C-CUESST: A College Curriculum for Elementary SchoolScience Teachers,17.0,1.0,"$244,374.00",CA,10,2
157,NSF,multicultural,1990,Madonna College,Elementary School Science Program for Hispanic and Other Qualified Preservice Teachers,25.0,2.0,"$619,125.00",MI,10,2
158,NSF,multicultural,2004,Florida Institute of Technology,Information and Communications Technology (ICT)-Accessible Healthcare in Tribal Communities,11.0,1.0,"$9,180.00",FL,10,2
159,NSF,multicultural,2001,Los Angeles Unified School District,Los Angeles Urban Systemic Program,14.0,4.0,"$13,470,000.00",CA,10,2
160,NSF,multicultural,2004,Norfolk State University,Collaborative Research: ITWF - Creating an Inclusive Learning Environment: Enhancing Retention of Women and Minorities in Computer Science,11.0,1.0,"$167,000.00",VA,10,2
161,NSF,multicultural,2004,Old Dominion University Research Foundation,Collaborative Research: ITWF - Creating an Inclusive Learning Environment: Enhancing Retention of Women and Minorities in Computer Science,11.0,2.0,"$602,520.00",VA,10,2
162,NSF,multicultural,2005,George Mason University,CAREER: Learning Local Feature Relevance for Pattern Classification and Clustering,10.0,1.0,"$400,000.00",VA,10,2
163,NSF,multicultural,1993,University of Wisconsin-Madison,Summer Research Program for Minority Undergraduates in Cellular and Molecular Biology,22.0,1.0,"$43,775.00",WI,10,2
164,NSF,multicultural,1994,Sacramento City Unified School District,"PMSA: ""Sacramento Schools/MESA Partnerships for Minority Student Achievement""",21.0,2.0,"$742,027.00",CA,10,2
165,NSF,multicultural,2003,Northern Arizona University,Information and Communications Technology (ICT)-Accessible Healthcare in Tribal Communities,12.0,1.0,"$50,000.00",AZ,10,2
166,NSF,multicultural,1995,California State L A University Auxiliary Services Inc.,Integrating the Electronic Desktop into the Natural Science Curriculum,20.0,1.0,"$218,845.00",CA,10,2
167,NSF,multicultural,2003,Temple University,EPNES: Collaborative Research Project: Power System Security Enhancement via Equilibrium Modeling and Environmental Assessment,12.0,1.0,"$117,103.00",PA,10,2
168,NSF,multicultural,1994,Detroit City School District,Detroit Urban Systemic Initiative (DUSI),21.0,4.0,"$15,249,978.00",MI,10,2
169,NSF,multicultural,1995,New Orleans Public School,The New Orleans Urban Systemic Initiative,20.0,4.0,"$10,620,000.00",LA,10,2
170,NSF,multicultural,2003,University of Maryland College Park,Technology for Cross-Cultural Communication in a Children's International Book Community,12.0,1.0,"$529,972.00",MD,10,2
171,NSF,multicultural,2004,University of California-Los Angeles,"Culture, Social Support, and Managing Stress",11.0,1.0,"$311,491.00",CA,10,2
172,NSF,multicultural,2009,Salem State College,The Atlantic Partnership for the Biological Sciences: A partnership for effective lab and field-based science,6.0,1.0,"$299,733.00",MA,10,2
173,NSF,multicultural,2014,Southern Methodist University,RAPID: Cultural Patterns in Stigma in the Transmission of Disease: Ebola in Two Dallas Neighborhoods,1.0,1.0,"$28,577.00",TX,10,2
174,NSF,multicultural,2007,University of Connecticut,Evolutionary radiations in South African Proteaceae,8.0,1.0,"$560,432.00",CT,10,2
175,NSF,multicultural,2010,Kansas State University,REU Site: Summer Undergraduate Mathematics Research (SUMaR) at K-State,5.0,1.0,"$360,000.00",KS,10,2
176,NSF,multicultural,2005,Colorado School of Mines,United States-Hong Kong (REU) in Numerical Analysis and Scientific Computing,10.0,2.0,"$301,879.00",CO,10,2
177,NSF,multicultural,2006,Missouri State University,Research Experiences for Undergraduates at Missouri State University,9.0,2.0,"$275,696.00",MO,10,2
178,NSF,multicultural,2008,Arizona State University,Structure-Function Studies on Flavonol Dioxygenases,7.0,2.0,"$435,000.00",AZ,10,2
179,NSF,multicultural,2012,Furman University,"Creating Scientific Leaders among Students Underrepresented in STEM Disciplines via a Holistic Model at a Research-Active, Liberal Arts College",3.0,1.0,"$600,000.00",SC,10,2
180,NSF,multicultural,2007,University of Washington,IGERT: Bioresource-based Energy for Sustainable Societies,8.0,2.0,"$3,507,843.00",WA,10,2
181,NSF,multicultural,2012,Southern Illinois University at Carbondale,"Doctoral Dissertation Improvement Grant: Environmental Dynamics and Cultural Processes at Cajamarquilla, Central Coast of Peru",3.0,1.0,"$19,996.00",IL,10,2
182,NSF,multicultural,2013,University of Colorado at Boulder,"ABI Innovation: Stochastic Transcription Regulatory Mechanisms - Model building, simulation, and visualization",2.0,2.0,"$689,764.00",CO,10,2
183,NSF,multicultural,2013,University of Washington,Collaborative Research: Ocean Acidification: Impacts on copepod populations mediated by changes in prey quality,2.0,1.0,"$177,683.00",WA,10,2
184,NSF,multicultural,2008,University of Vermont & State Agricultural College,CAREER: Microstructure and Size Effects on Metal Plasticity at Limited Length Scale,7.0,2.0,"$400,000.00",VT,10,2
185,NSF,multicultural,2014,University of Washington,Collaborative Research: Strategies Proposal: Creating a STEM Pipeline for Low Income and Immigrant Youth,1.0,1.0,"$574,458.00",WA,10,2
186,NSF,multicultural,2013,Howard University,Enhancing Participation Research Project: Minority Status and Stereotypes: The Benefits and Consequences as they Relate to STEM Participation and Success at an HBCU,2.0,1.0,"$350,000.00",DC,10,2
187,NSF,multicultural,2004,Howard University,"Howard University Science, Engineering and Mathematics (HUSEM) Program",11.0,2.0,"$2,740,733.00",DC,10,2
188,NSF,multicultural,1991,University of Texas at Austin,Dissertation Research: Speech Styles and Educational Discourse Among the Bolivian Aymara,24.0,1.0,"$8,576.00",TX,10,2
189,NSF,multicultural,2004,University of Texas at Austin,Exploring the Development of Beginning Secondary Science Teachers in Various Induction Programs,11.0,2.0,"$1,405,107.00",TX,10,2
190,NSF,multicultural,2003,University of Texas at Austin,"Dissertation Research: Gender, Autonomy and Indigenous Rights in Chiapas, Mexico",12.0,1.0,"$12,000.00",TX,10,2
191,NSF,multicultural,2014,University of Texas at Austin,Doctoral Dissertation Research in Political Science: State Authority and Land Rights in the Americas,1.0,1.0,"$17,567.00",TX,10,2
192,NSF,multicultural,2007,University of Texas at Austin,Travel and Registration Support for Third Bertinoro Workshop on Future of Distributed Computing,8.0,1.0,"$12,500.00",TX,10,2
193,NSF,multicultural,2005,Heritage University,Science Talent Expansion Program,10.0,1.0,"$499,880.00",WA,10,2
194,NSF,multicultural,2012,University of California-Davis,UC Davis ADVANCE: Institutional Transformation to Build and Sustain a Diverse Community of Innovative STEM Scholars,3.0,4.0,"$3,924,007.00",CA,10,2
195,NSF,multicultural,2014,Oklahoma State University,CAREER: Material Design and Research Oriented Multidisciplinary Education: Amorphous to Nanocrystalline Electronic Materials with Applications to Thermoelectrics,1.0,1.0,"$400,000.00",OK,10,2
196,NSF,multicultural,2014,North Carolina State University,CAREER: Material Design and Research Oriented Multidisciplinary Education: Amorphous to Nanocrystalline Electronic Materials with Applications to Thermoelectrics,1.0,1.0,"$400,000.00",NC,10,2
197,NSF,multicultural,2002,College of William and Mary,Effective Transitions Through Academe to Industry for Computer Scientists and Mathematicians,13.0,1.0,"$398,748.00",VA,10,2
198,NSF,multicultural,2012,Michigan State University,Formal and Informal Boundary Spanning in Multiteam Systems: An Examination of Triadic Influences on Knowledge Generation and Innovation in Scientific Teams,3.0,1.0,"$1,085,570.00",MI,10,2
199,NSF,multicultural,2003,University of Maryland College Park,REU Site: Introducing the Systems Engineeing Paradigm to Young Researchers and Future Leaders,12.0,2.0,"$688,702.00",MD,10,2
200,NSF,multicultural,2007,University of Maryland College Park,SGER: Past Futures and Technoscientific Innovation: Science Fiction in the Lives of Scientists and Engineers,8.0,1.0,"$5,982.00",MD,10,2
201,NSF,multicultural,2014,Oklahoma State University,Phase V - OKLSAMP,1.0,1.0,"$3,469,271.00",OK,10,2
202,NSF,multicultural,2008,University of Maryland College Park,Putting the Clouds in Context: Statistical Machine Translation with MapReduce,7.0,1.0,"$200,000.00",MD,10,2
203,NSF,multicultural,2010,University of Maryland College Park,"US - Cameroon Advanced Study Institute: Hands on Research on Complex Systems, University of Buea, Cameroon, July 2010",5.0,1.0,"$98,120.00",MD,10,2
204,NSF,multicultural,2004,University of Maryland College Park,Children's and Adolescents' Racial Biases about Peer Relationships,11.0,2.0,"$175,001.00",MD,10,2
205,NSF,multicultural,2015,Massachusetts General Hospital,Unraveling the Genomic and Molecular Basis of the Dive Response: Nitric Oxide Signaling and Vasoregulation in the Weddell Seal,0.0,1.0,"$749,615.00",MA,10,2
206,NSF,multicultural,2013,Stanford University,The Cultural Shaping of Leadership Judgments: The Role of Ideal Affect,2.0,1.0,"$475,107.00",CA,10,2
207,NSF,multicultural,2009,Virginia Polytechnic Institute and State University,"BRIGE: The Fabrication of a Novel, Full Thickness, Artificial Bone Graft for Bone Tissue Engineering",6.0,1.0,"$201,959.00",VA,10,2
208,NSF,multicultural,2006,Northern Arizona University,UMEB: Melding Science with Traditional Ways of Knowing,9.0,2.0,"$600,000.00",AZ,10,2
209,NSF,multicultural,2015,University of North Texas Health Science Center at Fort Worth,Planning Grant: I/UCRC for Microbial Forensics,0.0,1.0,"$14,490.00",TX,10,2
210,NSF,multicultural,1991,Northern Arizona University,Teacher Networked Teams (TNT),24.0,1.0,"$193,782.00",AZ,10,2
211,NSF,multicultural,2004,Northern Arizona University,Engineering Scholars Program,11.0,1.0,"$400,000.00",AZ,10,2
212,NSF,multicultural,2007,Michigan State University,MRI: Acquisition of a Thermo-Hydroforming Stamping Press for Research and Education in Forming of Multifunctional Nanocomposite and Biocomposite Polymer Structures,8.0,1.0,"$457,000.00",MI,10,2
213,NSF,multicultural,2008,Michigan State University,CAREER: Molecular and Biochemical Evaluation of a Phenylalanine Aminomutase,7.0,2.0,"$700,000.00",MI,10,2
214,NSF,multicultural,2014,Michigan State University,MRI: Development of an Advanced Cryogenic Gas Stopper for Energetic Rare Isotope Beams,1.0,1.0,"$633,920.00",MI,10,2
215,NSF,multicultural,2015,Colorado College,Colorado College Noyce Scholarship Program,0.0,1.0,"$1,190,012.00",CO,10,2
216,NSF,multicultural,2012,University of Montana,"REU Site: Undergraduate Research in Environmental Biology at the University of Montana in Collaboration with La Universidad Autonoma de Chihuahua, Mexico",3.0,2.0,"$345,631.00",MT,10,2
217,NSF,multicultural,1992,Law and Society Association,"Conference to Establish a Consortium of Sociolegal Research Institutions; Oxford, England; March 1993",23.0,1.0,"$35,000.00",UT,10,2
218,NSF,multicultural,2015,Association of American Colleges and Universities,Metacommunity for Broadening Participation in STEM Undergraduate Education,0.0,2.0,"$1,529,448.00",DC,10,2
219,NSF,multicultural,2015,University of Massachusetts Lowell,PFI:AIR - TT: A Versatile E-Tongue for In Situ Detection of Heavy Metals in Water and Sediments,0.0,1.0,"$200,000.00",MA,10,2
220,NSF,multicultural,2012,University of Idaho,REU Site: Interdisciplinary Approach to Challenges posed by Invasive Species,3.0,2.0,"$302,694.00",ID,10,2
221,NSF,multicultural,2015,Oregon State University,Alkaloid Synthesis Using Aminal Radicals,0.0,2.0,"$260,000.00",OR,10,2
222,NSF,multicultural,2002,Kansas State University,Collaborative Research: Testing for Marginal Independence Between Two or More Multiple-Response Categorical Variables,13.0,1.0,"$28,065.00",KS,10,2
223,NSF,multicultural,2005,Kansas State University,Planning Learning Environments for a More Diversified Workforce,10.0,1.0,"$100,000.00",KS,10,2
224,NSF,multicultural,2012,University of Florida,Higher-Taxon Fidelity: Comparative Taphonomy of Marine Benthic Associations in Holocene Depositional Systems of Coastal North Carolina,3.0,2.0,"$161,263.00",FL,10,2
225,NSF,multicultural,2011,University of Illinois at Urbana-Champaign,"Asia-Pacific Summer School on Smart Structures Technology (APSS), China 2011, India 2012, and Korea 2013",4.0,1.0,"$153,450.00",IL,10,2
226,NSF,multicultural,2009,Virginia Polytechnic Institute and State University,A Functional Approach for the Analysis of Peak Wind Loads on Houses Exposed to Hurricanes and Validation of Wind Tunnel Simulations,6.0,1.0,"$230,998.00",VA,10,2
227,NSF,multicultural,2008,University of Florida,Performance Based Wind Engineering: Interaction of Hurricanes with Residential Structures,7.0,1.0,"$100,000.00",FL,10,2
