SHORT-TERM RESEARCH TRAINING FOR MINORITY STUDENTS,NHLBI,6491727,2T35HL007722-11,2,T35,HL,7722,11,,,1858643,"LEE, FORRESTER A",Not Applicable,YALE UNIVERSITY, ,2002,175971
YALE BIOMEDICAL RESEARCH TRAINING AND ENRICHMENT PROGRAM (BIOSTEP),NHLBI,8052837,5R25HL088730-05,5,R25,HL,88730,5,,,1858643,"LEE, FORRESTER A",Not Applicable,YALE UNIVERSITY, ,2011,176238
YALE BIOMEDICAL RESEARCH TRAINING AND ENRICHMENT PROGRAM (BIOSTEP),NHLBI,7774366,5R25HL088730-04,5,R25,HL,88730,4,,,1858643,"LEE, FORRESTER A",Not Applicable,YALE UNIVERSITY, ,2010,186624
YALE BIOMEDICAL RESEARCH TRAINING AND ENRICHMENT PROGRAM (BIOSTEP),NHLBI,7637433,5R25HL088730-03,5,R25,HL,88730,3,,,1858643,"LEE, FORRESTER A",Not Applicable,YALE UNIVERSITY, ,2009,186624
YALE BIOMEDICAL RESEARCH TRAINING AND ENRICHMENT PROGRAM (BIOSTEP),NHLBI,7471370,5R25HL088730-02,5,R25,HL,88730,2,,,1858643,"LEE, FORRESTER A",Not Applicable,YALE UNIVERSITY, ,2008,186624
YALE BIOMEDICAL RESEARCH TRAINING AND ENRICHMENT PROGRAM (BIOSTEP),NHLBI,7268414,1R25HL088730-01,1,R25,HL,88730,1,,,1858643,"LEE, FORRESTER A",Not Applicable,YALE UNIVERSITY, ,2007,186624
STUDENTS; TEACHERS; AND RESEARCH TRAINING (START),NCRR,6188741,5R25RR012250-03,5,R25,RR,12250,3,,,1858643,"LEE, FORRESTER A",Not Applicable,YALE UNIVERSITY, ,2000,49110
STUDENTS; TEACHERS; AND RESEARCH TRAINING (START),NCRR,2901495,5R25RR012250-02,5,R25,RR,12250,2,,,1858643,"LEE, FORRESTER A",Not Applicable,YALE UNIVERSITY, ,1999,45451,
STUDENTS; TEACHERS; AND RESEARCH TRAINING (START),NCRR,2628605,1R25RR012250-01A1,1,R25,RR,12250,1,A1,,1858643,"LEE, FORRESTER A",Not Applicable,YALE UNIVERSITY, ,1998,29294,
CULTURAL COMPETENCY TRAINING IN LATINO HEALTH,NHLBI,7472405,5K07HL079256-05,5,K07,HL,79256,5,,,6947731,"LIE, DESIREE ANNABEL",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2008,124731,
CULTURAL COMPETENCY TRAINING IN LATINO HEALTH,NHLBI,7279114,5K07HL079256-04,5,K07,HL,79256,4,,,6947731,"LIE, DESIREE ANNABEL",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,2007,122736,
CULTURAL COMPETENCY TRAINING IN LATINO HEALTH,NHLBI,7111705,5K07HL079256-03,5,K07,HL,79256,3,,,6947731,"LIE, DESIREE ANNABEL",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,2006,121233,
CULTURAL COMPETENCY TRAINING IN LATINO HEALTH,NHLBI,6953179,5K07HL079256-02,5,K07,HL,79256,2,,,6947731,"LIE, DESIREE ANNABEL",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,2005,119731,
CULTURAL COMPETENCY TRAINING IN LATINO HEALTH,NHLBI,6863873,1K07HL079256-01,1,K07,HL,79256,1,,,6947731,"LIE, DESIREE ANNABEL",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,2004,99983,
CORE--EDUCATION AND INFORMATION TRANSFER,NIA,7596945,5P50AG005134-25,5,P50,AG,5134,25,,9004,1878112,"LIPSITZ, LEWIS ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2008,,318376
CORE--EDUCATION AND INFORMATION TRANSFER,NIA,7393185,5P50AG005134-24,5,P50,AG,5134,24,,9004,1878112,"LIPSITZ, LEWIS ",Not Applicable,MASSACHUSETTS GENERAL HOSP, ,2007,,325713
CORE--EDUCATION AND INFORMATION TRANSFER,NIA,7210666,5P50AG005134-23,5,P50,AG,5134,23,,9004,1878112,"LIPSITZ, LEWIS ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2006,,234455
CORE--EDUCATION AND INFORMATION TRANSFER,NIA,7063248,5P50AG005134-22,5,P50,AG,5134,22,,9004,1878112,"LIPSITZ, LEWIS ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2005,,228826
CORE--EDUCATION AND INFORMATION TRANSFER,NIA,6819668,2P50AG005134-21,2,P50,AG,5134,21,,9004,1878112,"LIPSITZ, LEWIS ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2004,,229615
UCI MRRC CENTER FOR MRDD DISORDERS OF PLASTICITY,NICHD,2889043,5P30HD028202-05,5,P30,HD,28202,5,,,3078131,"LOTT, IRA T",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,1999,580797,
UCI MRRC CENTER FOR MRDD DISORDERS OF PLASTICITY,NICHD,2673660,5P30HD028202-04,5,P30,HD,28202,4,,,3078131,"LOTT, IRA T",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,1998,558515,
SELF-CARE TO PREVENT BIRTH-RELATED UI IN DIVERSE WOMEN,NINR,8278580,5R01NR007618-10,5,R01,NR,7618,10,,,8615324,"LOW, LISA KANE",Not Applicable,UNIVERSITY OF MICHIGAN, ,2012,365243,
ATECAR: ASIAN TRAINING; EDUCATION ON CANCER & RESEARCH,NCI,7931474,3U01CA114582-05S1,3,U01,CA,114582,5,S1,,6255019,"MA, GRACE X",Not Applicable,TEMPLE UNIV OF THE COMMONWEALTH,YES,2009,245571,
ATECAR: ASIAN TRAINING; EDUCATION ON CANCER & RESEARCH,NCI,7623241,5U01CA114582-05,5,U01,CA,114582,5,,,6255019,"MA, GRACE X",Not Applicable,TEMPLE UNIV OF THE COMMONWEALTH, ,2009,816182
ATECAR: ASIAN TRAINING; EDUCATION ON CANCER & RESEARCH,NCI,7417453,5U01CA114582-04,5,U01,CA,114582,4,,,6255019,"MA, GRACE X",Not Applicable,TEMPLE UNIV OF THE COMMONWEALTH, ,2008,793449
ATECAR: ASIAN TRAINING; EDUCATION ON CANCER & RESEARCH,NCI,7274890,5U01CA114582-03,5,U01,CA,114582,3,,,6255019,"MA, GRACE X",Not Applicable,TEMPLE UNIV OF THE COMMONWEALTH, ,2007,877547
ATECAR: ASIAN TRAINING; EDUCATION ON CANCER & RESEARCH,NCI,7065296,5U01CA114582-02,5,U01,CA,114582,2,,,6255019,"MA, GRACE X",Not Applicable,TEMPLE UNIVERSITY, ,2006,800580
ATECAR: ASIAN TRAINING; EDUCATION ON CANCER & RESEARCH,NCI,6923122,1U01CA114582-01,1,U01,CA,114582,1,,,6255019,"MA, GRACE X",Not Applicable,TEMPLE UNIVERSITY, ,2005,801543
CYSTIC FIBROSIS CARRIER SCREENING EDUCATION MATERIALS,NIDDK,3507506,2R44DK044794-02,2,R44,DK,44794,2,,,3600155,"MAGYARI, PATRICIA ",Not Applicable,"MACRO INTERNATIONAL, INC.", ,1993,227405
REDUCING HIV RISK IN AOD ABUSING MULTI-CULTURAL YOUTH,NIAAA,6662595,7R01AA013558-03,7,R01,AA,13558,3,,,1862381,"MALOW, ROBERT MICHAEL",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2002,624878
REDUCING HIV RISK IN AOD ABUSING MULTI-CULTURAL YOUTH,NIAAA,6453933,1R01AA013558-01,1,R01,AA,13558,1,,,1862381,"MALOW, ROBERT MICHAEL",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2001,628322
INTERVENING WITH HIV+ ALCOHOL ABUSERS: INFLUENCE OF NEURO-BEHAVIORAL FACTORS,NIAAA,7886896,5R01AA017405-04,5,R01,AA,17405,4,,,1862381,"MALOW, ROBERT MICHAEL",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2010,800496
INTERVENING WITH HIV+ ALCOHOL ABUSERS: INFLUENCE OF NEURO-BEHAVIORAL FACTORS,NIAAA,7652453,5R01AA017405-03,5,R01,AA,17405,3,,,1862381,"MALOW, ROBERT MICHAEL",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2009,789319
INTERVENING WITH HIV+ ALCOHOL ABUSERS: INFLUENCE OF NEURO-BEHAVIORAL FACTORS,NIAAA,7691501,3R01AA017405-02S1,3,R01,AA,17405,2,S1,,1862381,"MALOW, ROBERT MICHAEL",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2008,142000
INTERVENING WITH HIV+ ALCOHOL ABUSERS: INFLUENCE OF NEURO-BEHAVIORAL FACTORS,NIAAA,7504787,5R01AA017405-02,5,R01,AA,17405,2,,,1862381,"MALOW, ROBERT MICHAEL",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2008,627063
INTERVENING WITH HIV+ ALCOHOL ABUSERS: INFLUENCE OF NEURO-BEHAVIORAL FACTORS,NIAAA,7425190,1R01AA017405-01,1,R01,AA,17405,1,,,1862381,"MALOW, ROBERT MICHAEL",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2007,659378
DRUG RESISTANCE STRATEGIES: THE NEXT GENERATION,NIDA,6447506,1R01DA014825-01,1,R01,DA,14825,1,,,6616506,"MARSIGLIA, FLAVIO FRANCISCO",Not Applicable,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS, ,2001,300817
ACCESS TO CARE AMONG MEN AND WOMEN WITH HIV,AHRQ,2236923,1R03HS008466-01,1,R03,HS,8466,1,,,1987071,"MASON, HYACINTH R",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA, ,1994,
DIET; INSULIN RESISTANCE AND CARDIOVASCULAR RISK,NHLBI,2231909,1R29HL053798-01,1,R29,HL,53798,1,,,1875798,"MAYER-DAVIS, ELIZABETH J",Not Applicable,WAKE FOREST UNIVERSITY, ,1994,115562
ITEM BIAS ANALYSIS OF FUNCTIONAL STATUS MEASURES,NIA,6604365,1R01AG022067-01,1,R01,AG,22067,1,,,1911955,"MCHORNEY, COLLEEN A",Not Applicable,INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS, ,2003,300447,
CANCER; CULTURE & LITERACY: INNOVATIVE APPROACHES,NCI,6753377,1R13CA106224-01,1,R13,CA,106224,1,,,1872485,"MEADE, CATHY D",Not Applicable,H. LEE MOFFITT CANCER CTR & RES INST, ,2004,23260,
COMMUNITY OUTREACH PROGRAM,NCI,8721355,5U54CA153509-05,5,U54,CA,153509,5,,7833,1872485,"MEADE, CATHY D",Not Applicable,H. LEE MOFFITT CANCER CTR & RES INST, ,2014,,125535
COMMUNITY OUTREACH PROGRAM,NCI,8529246,5U54CA153509-04,5,U54,CA,153509,4,,7833,1872485,"MEADE, CATHY D",Not Applicable,H. LEE MOFFITT CANCER CTR & RES INST, ,2013,,124228
COMMUNITY OUTREACH PROGRAM,NCI,8381172,5U54CA153509-03,5,U54,CA,153509,3,,7833,1872485,"MEADE, CATHY D",Not Applicable,H. LEE MOFFITT CANCER CTR & RES INST, ,2012,,134039
COMMUNITY OUTREACH PROGRAM,NCI,8319641,5U54CA153509-02,5,U54,CA,153509,2,,7833,1872485,"MEADE, CATHY D",Not Applicable,H. LEE MOFFITT CANCER CTR & RES INST, ,2011,,254811
COMMUNITY OUTREACH PROGRAM,NCI,8033968,1U54CA153509-01,1,U54,CA,153509,1,,7833,1872485,"MEADE, CATHY D",Not Applicable,H. LEE MOFFITT CANCER CTR & RES INST, ,2010,,97005
HYPERGLYCEMIA AND ADVERSE PREGNANCY OUTCOME (HAPO),NICHD,8106567,3R01HD034243-09S1,3,R01,HD,34243,9,S1,,1888101,"METZGER, BOYD E",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2010,499991,
HYPERGLYCEMIA AND ADVERSE PREGNANCY OUTCOME (HAPO),NICHD,7196502,5R01HD034243-09,5,R01,HD,34243,9,,,1888101,"METZGER, BOYD E",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2007,1936526,
HYPERGLYCEMIA AND ADVERSE PREGNANCY OUTCOME (HAPO),NICHD,7052820,5R01HD034243-08,5,R01,HD,34243,8,,,1888101,"METZGER, BOYD E",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2006,2354670,
HYPERGLYCEMIA AND ADVERSE PREGNANCY OUTCOME (HAPO),NICHD,6881652,5R01HD034243-07,5,R01,HD,34243,7,,,1888101,"METZGER, BOYD E",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2005,2305152,
HYPERGLYCEMIA AND ADVERSE PREGNANCY OUTCOME (HAPO),NICHD,6682946,2R01HD034243-06,2,R01,HD,34243,6,,,1888101,"METZGER, BOYD E",Not Applicable,NORTHWESTERN UNIVERSITY, ,2004,2397166,
HYPERGLYCEMIA AND ADVERSE PREGNANCY OUTCOME,NICHD,6636926,5R01HD034243-05,5,R01,HD,34243,5,,,1888101,"METZGER, BOYD E",Not Applicable,NORTHWESTERN UNIVERSITY, ,2003,501756,
HYPERGLYCEMIA AND ADVERSE PREGNANCY OUTCOME,NICHD,6520998,5R01HD034243-04,5,R01,HD,34243,4,,,1888101,"METZGER, BOYD E",Not Applicable,NORTHWESTERN UNIVERSITY, ,2002,1889014,
HYPERGLYCEMIA AND ADVERSE PREGNANCY OUTCOME,NICHD,6387808,5R01HD034243-03,5,R01,HD,34243,3,,,1888101,"METZGER, BOYD E",Not Applicable,NORTHWESTERN UNIVERSITY, ,2001,2353615,
HYPERGLYCEMIA AND ADVERSE PREGNANCY OUTCOME,NICHD,6182575,5R01HD034243-02,5,R01,HD,34243,2,,,1888101,"METZGER, BOYD E",Not Applicable,NORTHWESTERN UNIVERSITY, ,2000,1917917,
HYPERGLYCEMIA AND ADVERSE PREGNANCY OUTCOME,NICHD,2745557,1R01HD034243-01A2,1,R01,HD,34243,1,A2,,1888101,"METZGER, BOYD E",Not Applicable,NORTHWESTERN UNIVERSITY, ,1999,866407,
CORE--POPULATION DYNAMICS,NCI,6354644,5P50CA084735-02,5,P50,CA,84735,2,,9001,6490473,"MEYERS, DOWELL ",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA, ,2000,,216805
CORE--POPULATION DYNAMICS,NCI,6232833,1P50CA084735-01,1,P50,CA,84735,1,,9001,6490473,"MEYERS, DOWELL ",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA, ,1999,,216805
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,NCI,8533454,3P30CA062203-17S2,3,P30,CA,62203,17,S2,,1869472,"MEYSKENS, FRANK L.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2012,49998,
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,NCI,8533453,3P30CA062203-17S1,3,P30,CA,62203,17,S1,,1869472,"MEYSKENS, FRANK L.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2012,74994,
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,NCI,8337677,5P30CA062203-17,5,P30,CA,62203,17,,,1869472,"MEYSKENS, FRANK L.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2012,1249323,
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,NCI,8322908,3P30CA062203-16S1,3,P30,CA,62203,16,S1,,1869472,"MEYSKENS, FRANK L.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2011,74361,
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,NCI,8055859,5P30CA062203-16,5,P30,CA,62203,16,,,1869472,"MEYSKENS, FRANK L.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2011,1249323,
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,NCI,8137400,3P30CA062203-15S1,3,P30,CA,62203,15,S1,,1869472,"MEYSKENS, FRANK L.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2010,99999,
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,NCI,7799919,5P30CA062203-15,5,P30,CA,62203,15,,,1869472,"MEYSKENS, FRANK L.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2010,1304625,
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,NCI,7931723,3P30CA062203-14S3,3,P30,CA,62203,14,S3,,1869472,"MEYSKENS, FRANK L.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE,YES,2009,1507208,
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,NCI,7929965,3P30CA062203-14S2,3,P30,CA,62203,14,S2,,1869472,"MEYSKENS, FRANK L.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE,YES,2009,49971,
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,NCI,7923066,3P30CA062203-14S1,3,P30,CA,62203,14,S1,,1869472,"MEYSKENS, FRANK L.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2009,61786,
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,NCI,7560448,2P30CA062203-14,2,P30,CA,62203,14,,,1869472,"MEYSKENS, FRANK L.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2009,1315076,
UNIV.OF CALIF.; IRVINE CANCER CENTER SUPPORT GRANT,NCI,7577106,3P30CA062203-13S4,3,P30,CA,62203,13,S4,,1869472,"MEYSKENS, FRANK L.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2008,2630152,
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT,NCI,6376036,5P30CA062203-08,5,P30,CA,62203,8,,,1869472,"MEYSKENS, FRANK LOUIS",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,2001,1673298,
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT,NCI,6172211,5P30CA062203-07,5,P30,CA,62203,7,,,1869472,"MEYSKENS, FRANK LOUIS",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,2000,1847335
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT,NCI,6132075,3P30CA062203-06S2,3,P30,CA,62203,6,S2,,1869472,"MEYSKENS, FRANK LOUIS",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,1999,163671
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT,NCI,2895087,5P30CA062203-06,5,P30,CA,62203,6,,,1869472,"MEYSKENS, FRANK LOUIS",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,1999,1682504
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT,NCI,2748752,5P30CA062203-05,5,P30,CA,62203,5,,,1869472,"MEYSKENS, FRANK LOUIS",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,1998,1606441
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT,NCI,2376905,2P30CA062203-04,2,P30,CA,62203,4,,,1869472,"MEYSKENS, FRANK LOUIS",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,1997,1581065
UNIVERSITY OF CALIFORNIA IRVINE CANCER CENTER SUPPORT GR,NCI,2103285,5P30CA062203-02,5,P30,CA,62203,2,,,1869472,"MEYSKENS, FRANK LOUIS",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,1995,1112659
UNIVERSITY OF CALIFORNIA IRVINE CANCER CENTER SUPPORT GR,NCI,2103284,1P30CA062203-01,1,P30,CA,62203,1,,,1869472,"MEYSKENS, FRANK LOUIS",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,1994,1070140
ALCOHOL & DRUG ABUSE PREVENTION AND TREATMENT EVALUATION,NIAAA,6341457,5T32AA007460-15,5,T32,AA,7460,15,,,1862382,"MILLER, WILLIAM R.",Not Applicable,UNIVERSITY OF NEW MEXICO, ,2001,151700
ALCOHOL & DRUG ABUSE PREVENTION AND TREATMENT EVALUATION,NIAAA,6136981,5T32AA007460-14,5,T32,AA,7460,14,,,1862382,"MILLER, WILLIAM R.",Not Applicable,UNIVERSITY OF NEW MEXICO, ,2000,149382
ALCOHOL & DRUG ABUSE PREVENTION AND TREATMENT EVALUATION,NIAAA,2855751,5T32AA007460-13,5,T32,AA,7460,13,,,1862382,"MILLER, WILLIAM R.",Not Applicable,UNIVERSITY OF NEW MEXICO, ,1999,134319
TREATING GIRLS' PROBLEMS WITH ALCOHOL AND OTHER DRUGS,NIAAA,7140424,5R21AA014914-02,5,R21,AA,14914,2,,,8257846,"MONTGOMERY, MARILYN JEAN",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2006,171499
TREATING GIRLS' PROBLEMS WITH ALCOHOL AND OTHER DRUGS,NIAAA,6966590,1R21AA014914-01A1,1,R21,AA,14914,1,A1,,8257846,"MONTGOMERY, MARILYN JEAN",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2005,208906
RESEARCH TRAINING IN SPEECH AND HEARING SCIENCES,NIDCD,6902541,5T32DC000033-15,5,T32,DC,33,15,,,1881917,"MOORE, CHRISTOPHER A",Not Applicable,UNIVERSITY OF WASHINGTON, ,2005,255406
RESEARCH TRAINING IN SPEECH AND HEARING SCIENCES,NIDCD,6771007,5T32DC000033-14,5,T32,DC,33,14,,,1881917,"MOORE, CHRISTOPHER A",Not Applicable,UNIVERSITY OF WASHINGTON, ,2004,290524
RESEARCH TRAINING IN SPEECH AND HEARING SCIENCES,NIDCD,6645657,5T32DC000033-13,5,T32,DC,33,13,,,1881917,"MOORE, CHRISTOPHER A",Not Applicable,UNIVERSITY OF WASHINGTON, ,2003,283564
RESEARCH TRAINING IN SPEECH AND HEARING SCIENCES,NIDCD,6515984,5T32DC000033-12,5,T32,DC,33,12,,,1881917,"MOORE, CHRISTOPHER A",Not Applicable,UNIVERSITY OF WASHINGTON, ,2002,222225
RESEARCH TRAINING IN SPEECH AND HEARING SCIENCES,NIDCD,6314609,2T32DC000033-11,2,T32,DC,33,11,,,1881917,"MOORE, CHRISTOPHER A",Not Applicable,UNIVERSITY OF WASHINGTON, ,2001,160952
THE MOUNT SINAI INSTITUTE FOR NEUROAIDS DISPARITIES,NIMH,8856349,5R25MH080663-08,5,R25,MH,80663,8,,,1872697,"MORGELLO, SUSAN ",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2015,270000
THE MOUNT SINAI INSTITUTE FOR NEUROAIDS DISPARITIES,NIMH,8658466,5R25MH080663-07,5,R25,MH,80663,7,,,1872697,"MORGELLO, SUSAN ",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2014,270000
THE MOUNT SINAI INSTITUTE FOR NEUROAIDS DISPARITIES,NIMH,8464785,5R25MH080663-06,5,R25,MH,80663,6,,,1872697,"MORGELLO, SUSAN ",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2013,259201
THE MOUNT SINAI INSTITUTE FOR NEUROAIDS DISPARITIES,NIMH,8302248,5R25MH080663-05,5,R25,MH,80663,5,,,1872697,"MORGELLO, SUSAN ",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2012,270000
THE MOUNT SINAI INSTITUTE FOR NEUROAIDS DISPARITIES,NIMH,8210199,2R25MH080663-04A1,2,R25,MH,80663,4,A1,,1872697,"MORGELLO, SUSAN ",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2011,270000
THE MOUNT SINAI INSTITUTE FOR NEUROAIDS DISPARITIES,NIMH,7595793,5R25MH080663-03,5,R25,MH,80663,3,,,1872697,"MORGELLO, SUSAN ",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2009,260383
THE MOUNT SINAI INSTITUTE FOR NEUROAIDS DISPARITIES,NIMH,7488553,5R25MH080663-02,5,R25,MH,80663,2,,,1872697,"MORGELLO, SUSAN ",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2008,256576
THE MOUNT SINAI INSTITUTE FOR NEUROAIDS DISPARITIES,NIMH,7288431,1R25MH080663-01,1,R25,MH,80663,1,,,1872697,"MORGELLO, SUSAN ",Not Applicable,MOUNT SINAI SCHOOL OF MEDICINE, ,2007,269260
REPLICATING A PEER INTERVENTION IN A MULTI-CULTURAL CITY,NICHD,6805444,3R01HD038420-05S1,3,R01,HD,38420,5,S1,,1862121,"MORRISON, DIANE M.",Not Applicable,UNIVERSITY OF WASHINGTON, ,2003,114642
REPLICATING A PEER INTERVENTION IN A MULTI-CULTURAL CITY,NICHD,6641192,5R01HD038420-05,5,R01,HD,38420,5,,,1862121,"MORRISON, DIANE M.",Not Applicable,UNIVERSITY OF WASHINGTON, ,2003,499219
REPLICATING A PEER INTERVENTION IN A MULTI-CULTURAL CITY,NICHD,6526365,5R01HD038420-04,5,R01,HD,38420,4,,,1862121,"MORRISON, DIANE M.",Not Applicable,UNIVERSITY OF WASHINGTON, ,2002,763194
REPLICATING A PEER INTERVENTION IN A MULTI-CULTURAL CITY,NICHD,6388194,5R01HD038420-03,5,R01,HD,38420,3,,,1862121,"MORRISON, DIANE M.",Not Applicable,UNIVERSITY OF WASHINGTON, ,2001,703714
REPLICATING A PEER INTERVENTION IN A MULTI-CULTURAL CITY,NICHD,6182341,5R01HD038420-02,5,R01,HD,38420,2,,,1862121,"MORRISON, DIANE M.",Not Applicable,UNIVERSITY OF WASHINGTON, ,2000,663403
REPLICATING A PEER INTERVENTION IN A MULTI-CULTURAL CITY,NICHD,6033294,1R01HD038420-01,1,R01,HD,38420,1,,,1862121,"MORRISON, DIANE M.",Not Applicable,UNIVERSITY OF WASHINGTON, ,1999,480504
SERIOUSLY MENTALLY ILL WOMEN--COPING WITH PARENTHOOD,NIMH,6186019,5R01MH054321-07,5,R01,MH,54321,7,,,1859598,"MOWBRAY, CAROL T",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2000,519322
SERIOUSLY MENTALLY ILL WOMEN--COPING WITH PARENTHOOD,NIMH,2890695,5R01MH054321-06,5,R01,MH,54321,6,,,1859598,"MOWBRAY, CAROL T",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,1999,634948,
SERIOUSLY MENTALLY ILL WOMEN--COPING WITH PARENTHOOD,NIMH,2675354,5R01MH054321-05,5,R01,MH,54321,5,,,1859598,"MOWBRAY, CAROL T",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,1998,581005,
SERIOUSLY MENTALLY ILL WOMEN--COPING WITH PARENTHOOD,NIMH,2407396,2R01MH054321-04A1,2,R01,MH,54321,4,A1,,1859598,"MOWBRAY, CAROL T",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,1997,479007,
CORE--EDUCATION AND INFORMATION TRANSFER CORE,NIA,7848210,5P50AG016573-10,5,P50,AG,16573,10,,9003,6760202,"MULNARD, RUTH A.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2009,,95585
CORE--EDUCATION AND INFORMATION TRANSFER CORE,NIA,7596954,5P50AG016573-09,5,P50,AG,16573,9,,9003,6760202,"MULNARD, RUTH A.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2008,,92796
CORE--EDUCATION AND INFORMATION TRANSFER CORE,NIA,7415113,5P50AG016573-08,5,P50,AG,16573,8,,9003,6760202,"MULNARD, RUTH A.",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,2007,,92298
